Posição 1,Posição 2,Posição 3,Posição 4,Posição 5,Posição 6,Posição 7,Posição 8,Posição 9,Posição 10,Posição 11,Posição 12,Posição 13,Posição 14,Posição 15,Posição 16,Posição 17,Posição 18,Posição 19,Posição 20,Posição 21,Posição 22,Posição 23,Posição 24,Posição 25,Posição 26,Posição 27,Posição 28,Posição 29,Posição 30,Posição 31,Posição 32,Posição 33,Posição 34,Posição 35,Posição 36,Posição 37,Posição 38,Posição 39,Posição 40,Posição 41,Posição 42,Melhor jogada,Probabilidade de vitória (%)
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,,O,O,O,X,X,X,O,O,5,99.96785857774206
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,5,0.03416679608634881
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,,X,O,O,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,0,100.0
,X,O,X,X,,X,,O,X,X,X,,X,,O,O,X,X,,O,O,X,O,O,O,X,X,O,O,X,O,X,O,O,O,O,X,X,X,O,O,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21.706586826347305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,26.82634730538922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,13.615023474178404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.443708609271525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,29.15319974143504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,44.51521585279547
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.0773313115997
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,32.29090909090909
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,52.244297277409856
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,23.39080459770115
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,63.793103448275865
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,12.662746745065098
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,72.76396512754279
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,20.21754143646409
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,71.1251862891207
,,,X,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,10.31322505800464
,,,X,,,,,,,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,76.09242072699149
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,1,7.165835612031526
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,86.30452674897118
,,,X,,,,,,X,O,,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,14.739538855678907
,,,X,,,,,,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,2,71.85463304052139
,,X,X,,,,,,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,25.26208304969367
,,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,1,52.57837346660609
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,,O,X,X,X,O,,0,50.571705426356594
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,O,O,X,X,X,O,,6,67.73273942093542
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,O,O,X,X,X,O,X,0,13.992932862190813
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,O,O,X,O,X,,,O,O,X,X,X,O,X,6,92.32204362801377
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,O,O,X,O,X,,X,O,O,X,X,X,O,X,5,5.058132566223182
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,,,O,O,X,O,X,O,X,O,O,X,X,X,O,X,5,96.4983001457018
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,,,,X,O,O,O,X,,O,O,X,O,X,O,X,O,O,X,X,X,O,X,5,3.464324917672887
,X,X,X,,,,,O,X,O,,,,,O,O,X,X,O,,,X,O,O,O,X,,O,O,X,O,X,O,X,O,O,X,X,X,O,X,4,97.4521420499298
,X,X,X,,,,,O,X,O,X,,,,O,O,X,X,O,,,X,O,O,O,X,,O,O,X,O,X,O,X,O,O,X,X,X,O,X,4,1.5200807718196097
,X,X,X,O,,,,O,X,O,X,,,,O,O,X,X,O,,,X,O,O,O,X,,O,O,X,O,X,O,X,O,O,X,X,X,O,X,6,98.92566782810685
,X,X,X,O,,,,O,X,O,X,,,,O,O,X,X,O,,,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,6,0.7102965894919482
,X,X,X,O,,,,O,X,O,X,,,,O,O,X,X,O,O,,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,6,99.55055093756042
,X,X,X,O,,,,O,X,O,X,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,6,0.42763898266936756
,X,X,X,O,,O,,O,X,O,X,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,0,99.86135181975736
,X,X,X,O,,O,,O,X,O,X,,X,,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,0,0.05899879052479424
,X,X,X,O,,O,,O,X,O,X,,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,5,100.0
,X,X,X,O,,O,,O,X,O,X,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,O,X,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.298245614035086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,28.804347826086957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,16.427511133102424
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.47766636280765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,28.59259259259259
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,42.879746835443036
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.47400109469075
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,28.221178925404278
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,51.571594877764845
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,22.43027888446215
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,66.2381596752368
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.711762745751416
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,70.53593179049939
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,18.744982606368747
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,73.69138495092693
,,,X,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,10.116072867967112
,,,X,,,,,,,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,78.38572267920094
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,4,8.61235343889762
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,0,76.7204371016001
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,1,9.802669762042948
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,80.67665289256199
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,17.088884992987378
,,,X,,,,,,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,4,75.10565080898334
,,,X,X,,,,,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,23.00297642989301
,,,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,0,81.63405761478714
,,,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,,2,12.460147049254994
,,O,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,,6,94.52436712389874
,,O,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,X,1,2.1594322782881274
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,,X,O,X,X,X,O,X,6,98.92515779981966
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,,X,X,O,X,X,X,O,X,5,0.994236796872367
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,99.25426347376552
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,X,,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,0.8955320039944594
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,O,,,X,O,O,O,X,,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,99.34493068768687
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,O,,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,0.44242273180458624
,O,O,X,X,,,,O,X,O,O,,,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,99.70275389771237
,O,O,X,X,,,,O,X,O,O,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,6,0.33821548339018026
,O,O,X,X,,O,,O,X,O,O,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,99.88730389394703
,O,O,X,X,,O,,O,X,O,O,X,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,0.05739900508391187
,O,O,X,X,O,O,,O,X,O,O,X,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,100.0
,O,O,X,X,O,O,,O,X,O,O,X,X,,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,0.0
,O,O,X,X,O,O,,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,100.0
,O,O,X,X,O,O,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19.154676258992804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,28.84972170686456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.873741994510521
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,59.11740216486261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,28.451698279664754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,42.302357836338416
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,42.023346303501945
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,27.557100297914598
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,52.31578947368421
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,20.140428677014043
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,67.08253358925144
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.526462395543174
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,70.67438692098092
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,18.922651933701655
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,73.29571803988252
,,,,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.035882566147153
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,0,72.67926212436775
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,4,17.515719235211087
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,2,75.6929861402772
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,2,23.247935634130847
,,O,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,0,73.48540820096048
,,O,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,,0,11.574873664683683
,,O,O,,,,,,X,O,O,,,,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,,0,91.37955819636781
,,O,O,,,,,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,,4,3.2635148613604628
,,O,O,O,,,,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,,0,98.33998343747648
,,O,O,O,,,X,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,,0,1.085685041672759
O,,O,O,O,,,X,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,,6,99.67669880084647
O,,O,O,O,,,X,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,,,X,O,X,X,X,O,X,5,0.3818375562396401
O,,O,O,O,,,X,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,99.88507581803671
O,,O,O,O,,,X,,X,O,O,,,X,,X,X,X,,,O,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,0.15074429998115696
O,,O,O,O,,,X,,X,O,O,,,X,,X,X,X,O,,O,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,100.0
O,,O,O,O,,,X,,X,O,O,X,,X,,X,X,X,O,,O,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.797814207650273
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,26.767200754005653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,15.567410281280312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,58.785784797630804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,27.972027972027973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,42.697257974258534
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,43.35699797160243
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,28.710337768679633
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,51.05805751492133
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,19.057293783015034
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,67.34363767074048
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.21377517868746
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,71.42307692307692
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,19.602053915275995
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,73.52355072463767
,,,X,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,10.084381204500332
,,,X,,,,,,,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,80.29690549205463
,,,X,,,,,,X,O,,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,4,6.793733681462141
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,0,75.1703933994978
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,,X,O,X,,,X,O,X,X,X,O,,1,10.936056656060762
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,79.51612903225806
,,,X,,,,,,X,O,O,,,,,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,20.859070221066318
,,,X,,,,,,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,2,74.75870827285922
,,X,X,,,,,,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,1,21.33163417298335
,,X,X,,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,,6,82.13033981815411
,,X,X,,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,X,4,14.512800245905238
,,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,,X,O,X,X,X,O,X,6,93.85987424611831
,,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,X,X,O,X,X,X,O,X,1,3.20639695986066
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,,,O,X,O,X,,X,X,O,X,X,X,O,X,6,98.30415920880988
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,,,X,O,O,O,,X,,O,X,O,X,,X,X,O,X,X,X,O,X,6,1.2341173738513087
,O,X,X,O,,,,O,X,O,O,,,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,X,X,O,X,X,X,O,X,6,99.07198003587304
,O,X,X,O,,,,O,X,O,O,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,X,X,O,X,X,X,O,X,6,0.8640662905116253
,O,X,X,O,,O,,O,X,O,O,,X,,O,O,X,X,,O,,X,O,O,O,,X,,O,X,O,X,,X,X,O,X,X,X,O,X,0,99.7884019749149
,O,X,X,O,,O,,O,X,O,O,,X,,O,O,X,X,,O,,X,O,O,O,,X,X,O,X,O,X,,X,X,O,X,X,X,O,X,5,0.22135298220079444
,O,X,X,O,,O,,O,X,O,O,,X,,O,O,X,X,,O,,X,O,O,O,,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,99.86778846153847
,O,X,X,O,,O,,O,X,O,O,,X,,O,O,X,X,,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,0.13820890627562135
,O,X,X,O,,O,,O,X,O,O,,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,99.91925879574494
,O,X,X,O,,O,,O,X,O,O,X,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,5,0.043518806341311785
,O,X,X,O,O,O,,O,X,O,O,X,X,,O,O,X,X,O,O,,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,100.0
,O,X,X,O,O,O,,O,X,O,O,X,X,,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,0.0
,O,X,X,O,O,O,,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,100.0
,O,X,X,O,O,O,X,O,X,O,O,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,X,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.718381112984822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,3,29.878438899552144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,,,,2,16.444764303706368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,X,X,,,,1,57.51836103594897
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,X,X,,,,2,29.537815126050422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,O,,,,,O,X,X,,,,2,41.18119726797911
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,,,,4,41.613491340018236
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,,,5,26.735798016230838
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,,,,,O,X,X,X,O,,4,52.78015397775877
,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,X,O,X,,,,O,X,X,X,O,,4,18.97810218978102
,,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,4,71.10617399438728
,,,,,,,,,,,,,,,,,,X,,,,,O,,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.855443920442896
,,,,,,,,,,,,,,,,,,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,74.81117824773413
,,,,,,,,,,,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,19.20966912394994
,,,,,,,,,,O,,,,,,,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,2,74.78143550998381
,,,,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,3,14.374508261211643
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,,6,71.51905706102666
,,,O,,,,,,,O,,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,4,14.431099294031355
,,,O,,,,,,,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,2,83.35507010107597
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,,,,O,X,X,X,O,X,5,7.008506050077873
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,,,,,X,O,X,O,,,O,X,X,X,O,X,5,90.62732528189571
,,,O,,,,,,X,O,O,,,,,X,X,X,,,,,O,O,O,X,,,,X,O,X,O,,,O,X,X,X,O,X,5,9.174817164507886
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,,O,X,X,X,O,X,0,86.41185149738804
,,,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,2,4.756353462345535
,,O,O,,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,4,95.51254785197789
,,O,O,X,,,,,X,O,O,,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,5,2.0173111824654475
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,,,X,O,X,O,,X,O,X,X,X,O,X,0,98.37393064716254
,,O,O,X,,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,5,1.0481003181733108
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.6540590405904
,,O,O,X,O,,,,X,O,O,O,,,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.29076095406909847
,,O,O,X,O,,,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,99.731791025804
,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,0,0.17209758058437807
O,,O,O,X,O,,X,,X,O,O,O,,O,,X,X,X,O,,X,,O,O,O,X,,X,,X,O,X,O,,X,O,X,X,X,O,X,6,100.0
